customer_id,user_id,name,age,gender,email,phone_number,city,state,signup_date,preferred_contact_method
42051937,86125617,Matthew Chavez,67.0,Male,,,Los Angeles,CA,2024-11-12,
86745380,52235350,JACOB MURILLO,31.0,Male,gina.murillo@gmail.com,382-587-1639,,TX,,Push Notification
61401477,38538251,,,Female,scott30@yahoo.com,461-588-4809,Fort Worth,,,Email
41348220,97971488,,43.0,Female,angela41@gmail.com,+1 897 506 4337,Houston,,2025-08-09,SMS
65133300,77005685,jennifer herrera,53.0,Female,deniseherrera@icloud.com,852-105-2492,Las Vegas,NV,,Email
15858241,63100814,Lauren Barr,54.0,Female,kbarr@gmail.com,814-622-9451,Philadelphia,,2018-06-29,Push Notification
52704903,96282117,Samantha Ortega,27.0,,,666-513-1076,,WA,2020-10-15,SMS
73481797,71586053,Misty Baker,33.0,Female,kaylabaker@yahoo.com,270-491-4610,Jacksonville,FL,,Push Notification
61167978,29175900,,72.0,Female,kathleenherrera@icloud.com,441-853-4965,Jacksonville,FL,2023-09-26,SMS
61818612,45551614,Scott Padilla,28.0,Male,amber6@gmail.com,608-327-3101,Boston,MA,,Email
99078806,28740864,Erica Morris,,Female,michelle27@outlook.com,828-451-6995,houston,TX,2019-01-19,Email
97512508,43101783,Martha Adams,48.0,Female,jill_adams@gmail.com,632-611-3203,Seattle,,2024-08-02,Push Notification
30415230,85345555,Jessica Bell,56.0,Female,jennifer.bell@icloud.com,325-459-4259,Detroit,MI,2025-01-28,Push Notification
76481885,82340307,Wendy Murphy,27.0,Female,rocky5537@icloud.com,,Nashville,TN,,
14968688,45264581,Molly Davis,41.0,Female,christopher_davis@yahoo.com,607-636-2363,,NV,2022-04-14,Email
26944487,88461803,Robin Kim,37.0,Female,stephanie_kim@gmail.com,847-866-8126,INDIANAPOLIS,IN,,Push Notification
77416376,67503414,Tammy Cordova,53.0,Female,michaelcordova@gmail.com,500-711-4788,Austin,tx,2026-02-21,Email
89212676,88320463,Katherine Evans,48.0,Female,austin_evans@gmail.com,314-752-8460,,TN,2025-09-11,Push Notification
54559574,63606628,Michelle Gonzalez,56.0,,,539-182-3393,,NY,2023-01-25,Email
23470708,58586340,Lacey E. Gates,,Female,,845-845-1691,Detroit,MI,2023-08-16,
69096899,39436733,Molly Johnston,,Female,ljohnston@gmail.com,292-354-3583,Fort Worth,tx,2021-11-02,SMS
23383077,28566572,Lori Lee,,Female,eric_lee@outlook.com,+1 457 140 8951,Nashville,TN,2026-02-07,Push Notification
80591959,78387461,Gary Walters,39.0,Male,buddy2637@gmail.com,220-734-6965,San Francisco,CA,2021-03-17,Push Notification
71327848,76238574,Chad Johnson,26.0,Male,jjohnson@hotmail.com,302-132-7366,CHICAGO,,2020-08-23,Push Notification
12059919,22201654,Christopher Thomas,54.0,Male,tina.thomas@gmail.com,952-172-5979,Seattle,WA,2022-09-20,
29348212,16323852,Cheryl Reed,91.0,Female,virginia72@yahoo.com,385-663-7579,Houston,TX,2021-12-13,Push Notification
65026398,24716857,Brandon Watts,37.0,Male,ericwatts@outlook.com,201-843-1567,Seattle,WA,Prefer not to say,SMS
97883261,30514014,Kelli Garcia,53.0,,,295-684-7550,Charlotte,NC,,Push Notification
30718012,94214382,Phillip Brown,77.0,Male,julie_brown@gmail.com,5136361674,Columbus,OH,2024-05-04,SMS
20043277,31472420,Rachel Mason,47.0,Female,dennis.mason@icloud.com,693-672-4245,Denver,CO,2023-09-06,SMS
73013961,66661351,Claudia Thomas,44.0,Female,steven86@icloud.com,839-249-8216,San Jose,CA,2021-11-22,Email
45570755,90048665,Tamara Donaldson,82.0,Female,amy_donaldson@hotmail.com,,,TX,2025-02-02,Push Notification
55440919,18526544,,60.0,Female,,437-489-9331,Fort Worth,TX,2022-06-05,Push Notification
93652460,61642594,DENISE FLEMING,30.0,Female,,597-934-1482,philadelphia,PA,2022-12-30,Push Notification
63349308,61220073,Lisa Sullivan,82.0,Female,jennifersullivan@icloud.com,517-805-9582,,TX,2025-09-19,Email
97219599,89978790,Thomas Phillips,37.0,Male,,310-234-4026,Columbus,OH,2021-05-01,
20779739,72820592,Randall Guzman,69.0,Male,hguzman@icloud.com,234-518-1245,Las Vegas,NV,2022-08-08,SMS
54099326,81016525,Charles Miller,42.0,,cmilleryahoo.com,668-946-1694,Fort Worth,TX,2019-01-25,Email
81621574,43744231,Sharon Herrera,51.0,Other,sharon22@gmail.com,385-897-9952,BOSTON,MA,2025-07-18,Email
61003997,84252722,Felicia Galvan,40.0,Female,eric.galvan@gmail.com,245-886-3799,Houston,TX,2022-08-03,SMS
52501540,11540956,Shawn Peterson,,Male,ace4156@gmail.com,665-519-8239,Charlotte,NC,,Email
94127561,25374874,Courtney Vega,45.0,Female,kvega@outlook.com,,Austin,,2018-08-25,
75491202,82070937,SUSAN DAVIS,29.0,Female,ricky68@icloud.com,,San Antonio,TX,2019-04-29,SMS
82613940,45812670,Andrea Watson,54.0,Female,juan.watson@icloud.com,559-673-4478,Nashville,TN,,Email
14818295,96028436,Shannon King,56.0,Female,tammy.king@gmail.com,360-742-8546,,,,
92874006,55657579,Joshua Wood,89.0,Male,david.wood@gmail.com,970-415-6152,Dallas,TX,2020-10-24,Push Notification
19183277,24972279,Catherine Lawrence,22.0,Female,jordan12@icloud.com ,988-992-2609,New York,NY,2025-06-25,Push Notification
41510328,49392920,Breanna Woods,47.0,Female,eric.woods@gmail.com,,SAN FRANCISCO,CA,2019-06-09,
94712997,68353204,Cristian P. Coleman,42.0,Male,,230-582-1826,Austin,TX,2020-04-22,Email
48571356,31227574,Cristina Martinez,36.0,Female,david.martinez@yahoo.com,901-759-8625,Charlotte,,2022-10-09,SMS
40532691,70897765,Michele Castro,28.0,Female,,932-915-2752,Houston,TX,2020-03-24,SMS
22130508,10435578,Johnny Richardson,46.0,,,807-710-8584,Columbus,OH,2019-03-26,SMS
68246664,45351479,Nancy Reynolds,58.0,Female,mreynolds@yahoo.com,401-310-6187,nashville,TN,2020-07-24,SMS
23212812,77187530,Timothy Jones,59.0,Male,mark.jones@gmail.com,643-819-7459,seattle,,2019-08-06,
95060193,33978249,,41.0,,julie_joseph@hotmail.com,341-757-7813,phoenix,AZ,2023-07-18,SMS
23489853,78139880,Sheryl Moore,,,sherylmoore@hotmail.com,7955932311,San Francisco,CA,2018-09-30,Email
69549527,24282218,Amy Johnson,42.0,Female,jason.johnson@hotmail.com,725-580-6431,Nashville,TN,2019-07-06,SMS
32329103,93926371,Shannon Stewart,39.0,Female,mstewart@gmail.com,,Austin,,2019-09-28,Email
50193656,50056581,Tracey Smith,69.0,,sunny1392@gmail.com,416-691-6653,Boston,MA,2022-04-15,
13885234,95758349,Michael Lee,57.0,Male,michaellee@icloud.com,643-725-5466,COLUMBUS,OH,2020-02-21,
16172803,78137358,Jared Watson,36.0,,jared.watson@gmail.com,235-124-2506,New York,NY,2021-10-07,Email
53536830,91734598,Robert Martinez,81.0,Male,christopher.martinez@hotmail.com,,Philadelphia,PA,2023-07-26,SMS
17532195,36697396,Tiffany Bauer,26.0,Female,,275-172-5105,Phoenix,AZ,2022-09-15,SMS
49375156,30513739,Stacey Johnson,23.0,Female,david99@icloud.com,,NAN,OH,2023-04-14,Email
58112135,60185867,Michael Glover,59.0,Other,michaelglover@@gmail.com,287-747-8175,SEATTLE,,2022-06-16,Push Notification
60310319,31682744,Lori Haynes,25.0,Female,,274-137-3319,Los Angeles,CA,,SMS
67805802,82394227,Jacob Nguyen,52.0,Male,briannanguyen@outlook.com,637-445-7586,Chicago,IL,,SMS
29538047,81182864,Aaron West,34.0,Male,alexa_west@outlook.com,699-182-1104,Philadelphia,PA,,
42775624,10076758,Luke Wright,26.0,Male,buddy626@outlook.com,,,PA,2019-10-10,Email
81291936,90388981,James Harrington,78.0,Male,jennifer88@icloud.com,543-731-8424,Philadelphia,PA,2026-02-10,Email
65304649,53507489,,,Male,,683-699-8936,HOUSTON,TX,2024-05-12,Email
85957578,75579548,Courtney King,,Female,carl.king@hotmail.com,503-718-3568,Denver,,2018-10-31,Push Notification
34166826,12614124,William Anderson,80.0,Male,,242-581-9261,Jacksonville,FL,2024-01-27,Email
32814819,25014631,Michelle Hughes,41.0,Female,maryhughes@gmail.com,,Austin,,2018-09-29,Push Notification
33497411,58718453,Stephen Mcintosh,40.0,Male,tmcintosh@outlook.com,593-474-8624,San Antonio,TX,2024-06-17,
20598952,51273847,Laura Wade,21.0,Female,buddy3447@yahoo.com,265-481-6656,Detroit,MI,2022-04-13,SMS
91804602,42138745,Todd Martin,53.0,Male,patriciamartin@icloud.com,,Chicago,IL,2022-02-14,Email
61344226,17774584,Michael Calhoun,68.0,Male,amy.calhoun@gmail.com,(512) 680-3161,San Francisco,CA,2022-12-08,SMS
93176117,42329237,Jamie Jacobs,29.0,Female,joshua_jacobs@gmail.com,525-688-3072,philadelphia,PA,2026-06-01,SMS
42323627,86149359,Robin Miller,37.0,Female,,497-872-3409,Phoenix,AZ,,Push Notification
76795767,20570592,Andrea Jefferson,74.0,Female,adam.jefferson@gmail.com,7529698298,Los Angeles,CA,2023-01-09,Push Notification
88270025,21496211,Patrick Perez,46.0,Male,kyle_perez@gmail.com,654-395-3683,Austin,TX,2025-06-28,Push Notification
29208935,75228535,Alyssa Harris,88.0,,ace9687@yahoo.com,391-952-7254,,,2024-04-16,SMS
41163805,19289546,Christopher Mcguire,45.0,Male,renee82@gmail.com,984-383-9078,Nashville,,2018-11-28,Email
71894493,81498611,Christopher Myers,50.0,Male,justin_myers@icloud.com,499-642-2258,Las Vegas,NV,2025-08-05,Push Notification
95618110,26879290,Thomas Snyder,27.0,Male,alexandersnyder@icloud.com,716-326-4087,Austin,TX,,Push Notification
44088261,27232410,Darrell Garcia,58.0,Male,brandi_garcia@gmail.com,428-231-3332,Charlotte,NC,2021-11-19,Push Notification
71682508,98550256,Heidi Dudley,,Female,mdudley@gmail.com,802-304-4027,Indianapolis,IN,2025-11-08,Push Notification
44269370,73791320,Deborah Johnson,36.0,Female,brandon.johnson@outlook.com,717-971-8777,New York,NY,,SMS
99501846,83793389,,62.0,Female,dmills@gmail.com,595-390-8486,,IN,2019-10-17,Push Notification
11261301,32162965,,70.0,Male,rachel87@hotmail.com,960-272-2060,Houston,TX,2024-07-15,SMS
72445234,45575298,,85.0,,,457-601-9147,portland,OR,2018-10-26,Email
48605268,80823176,Courtney Hawkins,47.0,Female,tammy.hawkins@hotmail.com ,754-659-1289,San Francisco,CA,2018-12-12,Email
83363160,91415657,,0.0,Female,rocky8062@icloud.com,(776) 974-3560,Phoenix,AZ,2024-01-21,Push Notification
31203129,66792612,Katherine Vasquez,37.0,Female,,454-340-6113,Nashville,,2024-10-21,Push Notification
19913576,38427073,Richard Sullivan,26.0,Male,bobby90@outlook.com,+1 545 608 9237,New York,NY,2018-07-07,Push Notification
69287967,82383095,Alexandra Johnson,44.0,Female,sjohnson@yahoo.com,556-914-2256,Chicago,IL,2024-01-20,Push Notification
56381032,36998038,Michael Barber,68.0,Male,mbarbergmail.com,5745733420,Denver,CO,2020-11-09,Email
88862539,51837852,Jeremy Reynolds,102.0,Male,,407-263-5468,Phoenix,AZ,,Email
50151803,63551839,Jack Ramos,,Male,ranger5964@hotmail.com,+1 735 780 9605,Portland,OR,2023-05-11,SMS
95756900,97225156,Michelle Macdonald,,Female,stacey_macdonald@icloud.com,687-799-5036,,OH,2019-03-17,
66949781,60119651,Rhonda Baker,,Female,lauren71@gmail.com,209-502-5186,Nashville,TN,2020-03-21,SMS
43567615,68800797,Valerie French,28.0,Female,ranger6775@gmail.com,631-716-9973,Las Vegas,NV,2024-02-10,Push Notification
71315464,79467853,Robert Coleman,35.0,Male,jcoleman@hotmail.com,467-277-6367,Nashville,TN,2022-03-03,SMS
50550084,70597444,Gabriela Conley,31.0,Female,ranger3258@gmail.com,375-680-2922,Las Vegas,NV,,Email
36738452,26240908,Jesse Orozco,66.0,Male,emily37@@gmail.com,619-911-3391,Phoenix,AZ,2020-04-10,
61632653,43273328,Catherine Hopkins,39.0,Female,mistyhopkins@hotmail.com,441-582-6804,Fort Worth,TX,2021-02-13,Push Notification
74855088,40158366,Gabriel Stevens,94.0,Male,linda_stevens@gmail.com,320-420-1723,,CA,2024-02-11,
24314759,18593410,Renee Parks,58.0,Female,danielparks@outlook.com,467-267-8653,Portland,OR,2022-01-18,SMS
41837210,55377076,Destiny Reese,32.0,Female,rocky2767@yahoo.com,279-352-9161,,CA,2024-09-03,Push Notification
61185849,12823170,,30.0,Female,kenneth85@icloud.com,417-983-1797,Nashville,TN,2023-05-29,
86762164,88961459,Karl Mcmahon,35.0,Male,catherinemcmahon@gmail.com,902-717-3151,Fort Worth,TX,2019-03-01,SMS
58178682,84346088,Michelle Neal,58.0,Female,stephanieneal@icloud.com,740-744-9596,Nashville,TN,2024-11-06,Email
87149951,40885476,Melissa Burke,41.0,Female,buddy1773icloud.com,988-615-1266,Columbus,OH,2018-08-13,Email
49711319,88979095,Barbara Thomas,67.0,Female,malik_thomas@gmail.com,,San Antonio,TX,2020-12-18,Email
49625201,39557077,Rebecca Williams,32.0,Female,,865-248-4961,Phoenix,AZ,,SMS
12944682,10965138,Derrick Harper,73.0,Male,james57@icloud.com,306-745-8074,New York,NY,2020-06-05,SMS
98346110,19528530,Kenneth Wang,,Male,alanwang@hotmail.com,707-737-6681,Los Angeles,,2026-05-15,SMS
63124147,94705205,Darlene Werner,60.0,Female,christina92@gmail.com,,Austin,TX,2020-02-09,Push Notification
46840133,17901903,Kimberly Hardy,70.0,Female,sunny4283@gmail.com,833-332-2977,Portland,OR,2019-02-19,Push Notification
11086890,40728046,,29.0,Other,steven57@yahoo.com,846-220-4365,Houston,TX,2019-05-09,SMS
85957706,19046318,Benjamin James,29.0,Male,jamesjames@icloud.com,972-871-9677,Jacksonville,FL,2021-04-21,
16582607,14216175,Michael Morgan,,Male,ace5552@gmail.com,630-511-5986,Fort Worth,TX,2026-01-31,Push Notification
91390501,54349361,,74.0,Female,ronald_moody@@outlook.com,419-195-9383,Fort Worth,,2021-06-14,
76669607,19510312,John Brown,,Male,julia_brown@gmail.com,548-341-9737,nashville,TN,2019-02-06,Push Notification
48412328,79008866,Elizabeth Johnson,,Female,glenda47@gmail.com,657-179-7050,Phoenix,AZ,2024-06-05,
40885967,41944441,Jason Robinson,54.0,,jasonrobinson@icloud.com,234-864-3569,Las Vegas,NV,2024-07-29,
91478884,47376585,Brandon Orr,36.0,Male,carly.orr@gmail.com,203-225-9970,Phoenix,AZ,2019-05-14,
57287718,99788677,Ryan Hanson,16.0,,,605-447-9863,Charlotte,NC,,
39394291,75151231,David Mack,89.0,Male,buddy9461@yahoo.com,482-905-4371,,CA,2024-06-13,Email
95445405,38754377,,73.0,Male,hunter24@gmail.com,388-361-2468,San Francisco,CA,2025-10-21,Email
35519083,82374753,Tony Weber,41.0,Male,sunny6162gmail.com,263-425-8615,Los Angeles,CA,2018-11-07,Push Notification
93334601,27758595,,42.0,Female,cdavis@icloud.com,,Charlotte,NC,2024-10-10,Email
43638559,86644106,,73.0,Male,rocky9597@icloud.com,,AUSTIN,TX,2023-11-27,SMS
98473848,87337818,Randy Price,33.0,Male,jennifer_price@gmail.com,981-502-9816,Las Vegas,NV,2021-05-26,
28358198,73440831,Marcus Mendoza,70.0,Male,denise.mendoza@gmail.com,293-935-5967,Charlotte,,2021-07-31,Push Notification
94322033,42614537,Derek Adams,15.0,,dadams@gmail.com,,portland,OR,2022-06-15,Push Notification
23041121,73481353,Angela Jones,64.0,Female,brittany.jones@gmail.com,939-329-1769,Columbus,OH,2019-03-12,SMS
94216001,64634663,meghan prince,92.0,Female,rocky2704@gmail.com,+1 311 584 4905,Austin,TX,,SMS
96750368,35556386,Morgan Giles,73.0,Female,ashlee5@gmail.com,305-793-1914,Las Vegas,Prefer not to say,2021-07-04,Push Notification
15291208,22660194,Angela Newman,22.0,Female,tina_newman@outlook.com,808-908-4172,,OR,2020-09-15,Push Notification
51464269,23009833,grace bauer,33.0,Female,jennifer_bauer@gmail.com,209-630-3369,Denver,CO,2021-02-23,Email
69166287,98447167,ronald smith,33.0,Male,buddy5435@outlook.com,425-103-4654,Denver,CO,2021-03-19,Push Notification
14478111,67854710,Crystal Lawrence,34.0,Female,llawrence@gmail.com,(403) 390-3853,Phoenix,,2025-06-24,Email
